observation_id,observation_family,observation_level,observation_status,source_observation_id,source_candidate_id,symbol,timeframe,session_id,session_timezone,prior_session_local_date,next_session_local_date,second_next_session_local_date,first_break_direction,first_break_mode,prior_or_break_edge_value,second_next_session_open_utc,second_next_session_first_bar_open,second_next_session_first_bar_close,second_next_session_first_30m_bar_count,second_next_session_first_bar_expected_side,second_next_session_first_30m_all_closes_expected_side,second_next_session_first_30m_any_close_opposite_or_at_boundary,observation_scope
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-02|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,missing_second_next_session_first_30m_data,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-02|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-02|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-02,2021-12-03,2021-12-04,up,wick,1.32894,2021-12-04T08:00:00Z,,,0,,,,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-07|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-07|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-07|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-07,2021-12-08,2021-12-09,down,close,1.32832,2021-12-09T08:00:00Z,1.32071,1.32098,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-08|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-08|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-08|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-08,2021-12-09,2021-12-10,down,close,1.32505,2021-12-10T08:00:00Z,1.32195,1.32173,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-09|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,missing_second_next_session_first_30m_data,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-09|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-09|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-09,2021-12-10,2021-12-11,up,wick,1.32148,2021-12-11T08:00:00Z,,,0,,,,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-09|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,missing_second_next_session_first_30m_data,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-09|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-09|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-09,2021-12-10,2021-12-11,up,wick,1.31912,2021-12-11T14:30:00Z,,,0,,,,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-13|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-13|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-13|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-13,2021-12-14,2021-12-15,down,close,1.32382,2021-12-15T08:00:00Z,1.32416,1.32433,2,0,0,1,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-14|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-14|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-14|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-14,2021-12-15,2021-12-16,up,wick,1.32131,2021-12-16T08:00:00Z,1.32423,1.32448,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-16|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,missing_second_next_session_first_30m_data,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-16|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-16|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-16,2021-12-17,2021-12-18,up,wick,1.32486,2021-12-18T08:00:00Z,,,0,,,,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-22|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-22|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-22|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-22,2021-12-23,2021-12-24,up,wick,1.32555,2021-12-24T08:00:00Z,1.33886,1.33901,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-22|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-22|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-22|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-22,2021-12-23,2021-12-24,up,wick,1.33149,2021-12-24T14:30:00Z,1.34128,1.34144,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-23|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,missing_second_next_session_first_30m_data,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-23|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-23|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-23,2021-12-24,2021-12-25,up,wick,1.33531,2021-12-25T08:00:00Z,,,0,,,,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-27|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-27|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-27|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-27,2021-12-28,2021-12-29,up,wick,1.34134,2021-12-29T14:30:00Z,1.34319,1.34256,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-29|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-29|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-29|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-29,2021-12-30,2021-12-31,up,close,1.34331,2021-12-31T14:30:00Z,1.34848,1.34879,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-03|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-03|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-03|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-03,2022-01-04,2022-01-05,down,close,1.35003,2022-01-05T14:30:00Z,1.3541,1.35352,2,0,0,1,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-04|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-04|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-04|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-04,2022-01-05,2022-01-06,up,wick,1.34872,2022-01-06T14:30:00Z,1.35384,1.35396,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-12|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-12|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-12|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-12,2022-01-13,2022-01-14,up,close,1.36413,2022-01-14T14:30:00Z,1.37077,1.37051,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-17|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-17|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-17|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-17,2022-01-18,2022-01-19,down,close,1.36720,2022-01-19T08:00:00Z,1.36078,1.36058,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-24|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-24|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-24|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-24,2022-01-25,2022-01-26,down,wick,1.35386,2022-01-26T08:00:00Z,1.35078,1.35118,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-25|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-25|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-25|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-25,2022-01-26,2022-01-27,up,wick,1.34779,2022-01-27T08:00:00Z,1.34316,1.34309,2,0,0,1,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-25|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-25|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-25|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-25,2022-01-26,2022-01-27,up,close,1.34563,2022-01-27T14:30:00Z,1.33929,1.33927,2,0,0,1,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-26|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-26|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-26|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-26,2022-01-27,2022-01-28,down,wick,1.35068,2022-01-28T08:00:00Z,1.34123,1.34094,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-27|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,missing_second_next_session_first_30m_data,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-27|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-27|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-27,2022-01-28,2022-01-29,down,wick,1.34245,2022-01-29T08:00:00Z,,,0,,,,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-31|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-31|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-31|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-31,2022-02-01,2022-02-02,up,close,1.34234,2022-02-02T08:00:00Z,1.35196,1.3521,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-31|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-31|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-31|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-31,2022-02-01,2022-02-02,up,wick,1.34209,2022-02-02T14:30:00Z,1.35678,1.35667,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-02|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-02|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-02|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-02,2022-02-03,2022-02-04,up,wick,1.35236,2022-02-04T08:00:00Z,1.3596,1.35867,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-03|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,missing_second_next_session_first_30m_data,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-03|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-03|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-03,2022-02-04,2022-02-05,up,wick,1.35539,2022-02-05T08:00:00Z,,,0,,,,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-08|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-08|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-08|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-08,2022-02-09,2022-02-10,up,close,1.35241,2022-02-10T08:00:00Z,1.353,1.35338,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-09|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-09|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-09|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-09,2022-02-10,2022-02-11,down,close,1.35523,2022-02-11T08:00:00Z,1.35325,1.35315,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-14|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-14|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-14|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-14,2022-02-15,2022-02-16,down,close,1.35381,2022-02-16T08:00:00Z,1.35506,1.35491,2,0,0,1,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-16|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-16|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-16|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-16,2022-02-17,2022-02-18,up,close,1.35528,2022-02-18T08:00:00Z,1.36086,1.36088,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-17|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,missing_second_next_session_first_30m_data,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-17|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-17|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-17,2022-02-18,2022-02-19,up,wick,1.35942,2022-02-19T08:00:00Z,,,0,,,,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-21|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-21|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-21|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-02-21,2022-02-22,2022-02-23,down,close,1.36056,2022-02-23T14:30:00Z,1.35897,1.3592,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-23|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,second_next_session_first_30m_all_closes_beyond_prior_or,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-23|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-23|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-02-23,2022-02-24,2022-02-25,down,wick,1.35831,2022-02-25T14:30:00Z,1.33838,1.33861,2,1,1,0,second_next_same_session_first_30m_relative_to_prior_or
IBORONLYMP|IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-24|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_MULTI_SESSION_PERSISTENCE_OBSERVATION,RELATION_P0,missing_second_next_session_first_30m_data,IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-24|60|IB60|OR30,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-24|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-24,2022-02-25,2022-02-26,down,wick,1.34962,2022-02-26T08:00:00Z,,,0,,,,second_next_same_session_first_30m_relative_to_prior_or
